"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","订单类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","成交数量","成交价格","成交金额","成交时间","市场","币种","对手经纪","备注","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","期权监管费","期权清算费","期权交收费","证监会规费","交易活动费","交易系统使用费","综合审计跟踪监管费","合计费用"
"卖出","PLTR","Palantir","97.61","30","2,928.30","全部成交","30@97.61","2025/03/25 09:42:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","30","97.61","2,928.30","2025/03/25 09:42:10 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","0.08","0.01","","","2.17"
"卖出","GOOGL250718C185000","GOOGL 250718 185.00C","5.30","1","530.00","全部成交","1@5.30","2025/03/25 09:35:27 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","5.30","530.00","2025/03/25 09:35:27 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.01","0.01","","","2.52"
"买入","TSLL","2倍做多TSLA ETF-Direxion","11.12","20","222.40","全部成交","20@11.1199","2025/03/25 09:32:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","11.1199","222.40","2025/03/25 09:32:43 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","11.47","200","2,294.00","全部成交","200@11.47","2025/03/25 08:25:26 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","200","11.47","2,294.00","2025/03/25 08:25:28 (美东)","美股","USD","","","0.99","1","0.6","","","","","","","","0.06","0.03","","","2.68"
"买入","TSLL","2倍做多TSLA ETF-Direxion","11.24","200","2,248.00","全部成交","200@11.24","2025/03/25 06:43:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","200","11.24","2,248.00","2025/03/25 06:43:11 (美东)","美股","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"买入","GLD250516P270000","GLD 250516 270.00P","2.71","3","813.00","全部成交","3@2.71","2025/03/24 10:56:23 (美东)","限价单","当日有效","","盘中","","","美股","USD","","3","2.71","813.00","2025/03/24 10:56:23 (美东)","美股","USD","","","1.99","0.9","","","","","","0.04","0.06","0.54","","","","","3.53"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","市价","100","1,069.03","全部成交","100@10.6903","2025/03/24 10:38:30 (美东)","市价单","当日有效","","盘中","","","美股","USD","","100","10.6903","1,069.03","2025/03/24 10:38:30 (美东)","美股","USD","","","0.99","1","0.3","","","","","","","","0.03","0.02","","","2.34"
"买入","TSLL","2倍做多TSLA ETF-Direxion","10.85","100","1,085.00","全部成交","100@10.8471","2025/03/24 10:29:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","100","10.8471","1,084.71","2025/03/24 10:29:45 (美东)","美股","USD","","","0.99","1","0.3","","","","","","","","","","","","2.29"
"买入","GOOGL250718C185000","GOOGL 250718 185.00C","5.05","1","505.00","全部成交","1@5.05","2025/03/24 09:53:39 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","5.05","505.00","2025/03/24 09:53:43 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","GOOGL250718C180000","GOOGL 250718 180.00C","5.70","1","570.00","已撤单","0@0.00","2025/03/24 09:49:11 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","GOOGL250417C175000","GOOGL 250417 175.00C","1.30","3","390.00","已撤单","0@0.00","2025/03/24 09:42:54 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","GOOGL250417C175000","GOOGL 250417 175.00C","1.40","3","420.00","已撤单","0@0.00","2025/03/24 09:42:45 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","AAPL250404C227500","AAPL 250404 227.50C","1.44","8","1,152.00","全部成交","8@1.44","2025/03/24 09:31:32 (美东)","限价单","当日有效","","盘中","","","美股","USD","","8","1.44","1,152.00","2025/03/24 09:31:46 (美东)","美股","USD","","","5.2","2.4","","","","","","0.1","0.16","1.44","0.03","0.02","","","9.35"
"买入","TQQQ","3倍做多纳指ETF-ProShares","63.79","40","2,551.60","全部成交","40@63.79","2025/03/24 01:35:04 (美东)","限价单","当日有效","","全时段","","","美股","USD","","40","63.79","2,551.60","2025/03/24 01:35:04 (美东)","美股","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"卖出","09988","阿里巴巴-W","131.20","400","52,480.00","全部成交","400@131.20","2025/03/24 10:54:22 (香港)","限价单","当日有效","允许","","","","港股","HKD","","400","131.20","52,480.00","2025/03/24 10:54:22 (香港)","港股","HKD","2454","","15.74","15","2","53","2.97","1.42","0.08","","","","","","","","90.21"
"卖出","ALB250403P125000","阿里 250403 125.00 沽","1.41","4","2,820.00","全部成交","4@1.41","2025/03/24 10:28:05 (香港)","限价单","当日有效","","","","","港股","HKD","","4","1.41","2,820.00","2025/03/24 10:42:59 (香港)","港股","HKD","","","5.64","15","","","","","","","","","","","12","","32.64"
"买入","09988","阿里巴巴-W","市价","400","52,520.00","全部成交","400@131.30","2025/03/24 09:58:29 (香港)","市价单","当日有效","","","","","港股","HKD","","400","131.30","52,520.00","2025/03/24 09:58:29 (香港)","港股","HKD","8577","","15.76","15","2","53","2.97","1.42","0.08","","","","","","","","90.23"
"卖出","09988","阿里巴巴-W","市价","700","91,490.00","全部成交","700@130.70","2025/03/24 09:57:22 (香港)","市价单","当日有效","","","","","港股","HKD","","700","130.70","91,490.00","2025/03/24 09:57:22 (香港)","港股","HKD","8448","","27.45","15","2","92","5.17","2.47","0.14","","","","","","","","144.23"
"买入","ALB250403P125000","阿里 250403 125.00 沽","1.58","4","3,160.00","全部成交","4@1.58","2025/03/24 09:56:06 (香港)","限价单","当日有效","","","","","港股","HKD","","4","1.58","3,160.00","2025/03/24 09:56:32 (香港)","港股","HKD","","","6.32","15","","","","","","","","","","","12","","33.32"
"买入","AAPL250404C227500","AAPL 250404 227.50C","0.78","2","156.00","全部成交","2@0.78","2025/03/21 13:09:38 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","0.78","156.00","2025/03/21 13:11:02 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","","","","3.02"
"买入","AAPL250404C227500","AAPL 250404 227.50C","0.76","2","152.00","全部成交","2@0.76","2025/03/21 12:26:40 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","0.76","152.00","2025/03/21 12:26:43 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","","","","3.02"
"买入","09988","阿里巴巴-W","131.40","500","65,700.00","全部成交","500@131.40","2025/03/21 13:04:30 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","131.40","26,280.00","2025/03/21 13:04:40 (香港)","港股","HKD","3646","","19.71","15","8","69","3.7","1.76","0.1","","","","","","","","117.27"
"","","","","","","","","","","","","","","","","","","100","131.40","13,140.00","2025/03/21 13:04:40 (香港)","港股","HKD","3187","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","100","131.40","13,140.00","2025/03/21 13:04:40 (香港)","港股","HKD","6997","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","100","131.40","13,140.00","2025/03/21 13:04:40 (香港)","港股","HKD","4107","","","","","","","","","","","","","","","",""
"买入","09988","阿里巴巴-W","131.10","100","13,110.00","全部成交","100@131.10","2025/03/21 11:59:21 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","131.10","13,110.00","2025/03/21 11:59:22 (香港)","港股","HKD","5336","","3.93","15","2","14","0.74","0.35","0.02","","","","","","","","36.04"
"卖出","MIU250429P55000","小米 250429 55.00 沽","3.01","3","9,030.00","全部成交","3@3.02","2025/03/21 10:47:17 (香港)","限价单","当日有效","","","","","港股","HKD","","3","3.02","9,060.00","2025/03/21 10:47:17 (香港)","港股","HKD","","","18.12","15","","","","","","","","","","","3","","36.12"
"买入","AAPL250404C227500","AAPL 250404 227.50C","0.99","3","297.00","全部成交","3@0.99","2025/03/20 12:12:17 (美东)","限价单","当日有效","","盘中","","","美股","USD","","3","0.99","297.00","2025/03/20 12:12:21 (美东)","美股","USD","","","1.99","0.9","","","","","","0.04","0.06","0.54","","","","","3.53"
"买入","TSLA","特斯拉","232.39","10","2,323.90","全部成交","10@232.35","2025/03/20 11:57:12 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","232.35","2,323.50","2025/03/20 11:57:12 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","GOOGL","谷歌-A","163.21","40","6,528.40","全部成交","40@163.21","2025/03/20 09:55:41 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","40","163.21","6,528.40","2025/03/20 09:55:54 (美东)","美股","USD","","","0.99","1","0.12","","","","","","","","","","","","2.11"
"买入","AAPL250404C227500","AAPL 250404 227.50C","1.03","1","103.00","全部成交","1@1.03","2025/03/20 09:43:28 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","1.03","103.00","2025/03/20 09:43:31 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","MIU250429P55000","小米 250429 55.00 沽","2.35","3","7,050.00","全部成交","3@2.35","2025/03/20 13:12:46 (香港)","限价单","当日有效","","","","","港股","HKD","","3","2.35","7,050.00","2025/03/20 13:12:55 (香港)","港股","HKD","","","14.1","15","","","","","","","","","","","3","","32.1"
"卖出","AAPL250502C230000","AAPL 250502 230.00C","4.60","2","920.00","全部成交","2@4.60","2025/03/19 10:12:57 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","4.60","920.00","2025/03/19 10:13:00 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","0.03","0.01","","","3.06"
"买入","PLTR","Palantir","85.16","50","4,258.00","全部成交","50@85.16","2025/03/18 12:22:35 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","85.16","4,258.00","2025/03/18 12:22:53 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"买入","PLTR","Palantir","85.19","50","4,259.50","全部成交","50@85.1722","2025/03/18 12:22:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","85.1722","4,258.61","2025/03/18 12:22:09 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"卖出","TSLA250502P200000","TSLA 250502 200.00P","11.55","2","2,310.00","全部成交","2@11.55","2025/03/18 12:05:39 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","11.55","2,310.00","2025/03/18 12:05:42 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","0.06","0.01","","","3.09"
"买入","TSLA250502P200000","TSLA 250502 200.00P","11.40","1","1,140.00","全部成交","1@11.40","2025/03/18 11:39:40 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","11.40","1,140.00","2025/03/18 11:39:41 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","AAPL250502C230000","AAPL 250502 230.00C","3.70","1","370.00","全部成交","1@3.70","2025/03/18 10:09:31 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","3.70","370.00","2025/03/18 10:09:32 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","AAPL250502C230000","AAPL 250502 230.00C","3.70","1","370.00","全部成交","1@3.70","2025/03/18 10:09:28 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","3.70","370.00","2025/03/18 10:09:28 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TSLA250502P200000","TSLA 250502 200.00P","13.55","1","1,355.00","全部成交","1@13.55","2025/03/18 10:01:12 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","13.55","1,355.00","2025/03/18 10:01:12 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","PLTR","Palantir","82.94","50","4,147.00","全部成交","50@82.9802","2025/03/18 09:39:24 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","82.9802","4,149.01","2025/03/18 09:39:24 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.12","0.01","","","2.27"
"卖出","VIX250521P22000","VIX 250521 22.00P","4.15","2","830.00","全部成交","2@4.15","2025/03/18 09:33:25 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","4.15","415.00","2025/03/18 09:33:28 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","0.02","0.02","","","3.05"
"","","","","","","","","","","","","","","","","","","1","4.15","415.00","2025/03/18 09:33:28 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","TQQQ","3倍做多纳指ETF-ProShares","62.41","10","624.10","全部成交","10@62.41","2025/03/18 07:51:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","62.41","624.10","2025/03/18 07:51:59 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","VIX250521P22000","VIX 250521 22.00P","3.95","2","790.00","全部成交","2@3.95","2025/03/17 11:53:09 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","3.95","790.00","2025/03/17 11:55:35 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","","","","3.02"
"买入","PLTR","Palantir","86.09","50","4,304.50","全部成交","50@86.0893","2025/03/17 11:15:56 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","86.0893","4,304.47","2025/03/17 11:15:56 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"卖出","VIX250521P22000","VIX 250521 22.00P","4.00","7","2,800.00","全部成交","7@4.00","2025/03/17 10:33:46 (美东)","限价单","当日有效","","盘中","","","美股","USD","","7","4.00","2,800.00","2025/03/17 10:33:47 (美东)","美股","USD","","","4.55","2.1","","","","","","0.09","0.14","1.26","0.08","0.02","","","8.24"
"卖出","NVDA","英伟达","119.62","40","4,784.80","全部成交","40@119.8315","2025/03/17 10:31:37 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","40","119.8315","4,793.26","2025/03/17 10:31:38 (美东)","美股","USD","","","0.99","1","0.12","","","","","","","","0.13","0.01","","","2.25"
"买入","NVDA","英伟达","119.15","20","2,383.00","已撤单","0@0.00","2025/03/17 10:28:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","NVDA","英伟达","120.50","20","2,410.00","全部成交","20@120.50","2025/03/17 09:57:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","120.50","2,410.00","2025/03/17 10:01:25 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"卖出","03690","美团-W","174.70","300","52,410.00","全部成交","300@174.70","2025/03/17 15:52:46 (香港)","限价单","当日有效","允许","","","","港股","HKD","","300","174.70","52,410.00","2025/03/17 15:52:46 (香港)","港股","HKD","5323","","15.72","15","2","53","2.96","1.42","0.08","","","","","","","","90.18"
"卖出","03690","美团-W","177.40","100","17,740.00","全部成交","100@177.40","2025/03/17 10:37:37 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","177.40","17,740.00","2025/03/17 10:37:49 (香港)","港股","HKD","1179","","5.32","15","2","18","1","0.48","0.03","","","","","","","","41.83"
