Side,Symbol,Name,Order Price,Order Qty,Order Amount,Status,Filled@Avg Price,Order Time,Order Type,Time-in-Force,Allow Pre-Market,Session,Trigger price,Position Opening,Markets,Currency,Order Source,Fill Qty,Fill Price,Fill Amount,Fill Time,Markets.1,Currency.1,Counterparty,Remarks,Commission,Platform Fees,Settlement Fees,Options Regulatory Fees,OCC Fees,Option Settlement Fees,SEC Fees,Trading Activity Fees,Stamp Duty,Trading Fees,SFC Levy,FRC Levy,Trading Tariff,Consolidated Audit Trail Fees,Total
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.34,98,1013.32,Filled,98@10.36,"Apr 1, 2025 09:45:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,108,10.07,1087.56,"Apr 1, 2025 09:45:36 ET",US,USD,,,0.91,0.91,0.27,,,,,,,,,,,,2.09
Sell,MIU250429P43000,MIU 250429 43.00 P,1.08,1,1.08,Filled,1@0.94,"Apr 1, 2025 15:48:00 HKT",Limit,Day,,,,,HK,HKD,,1,1.0,1.0,"Apr 1, 2025 15:48:00 HKT",HK,HKD,,,3.08,14.74,,,,,,,,,,,0.98,,18.8
Buy,MIU250429P43000,MIU 250429 43.00 P,0.91,1,0.91,Filled,1@0.95,"Apr 1, 2025 13:17:51 HKT",Limit,Day,,,,,HK,HKD,,1,0.9,0.9,"Apr 1, 2025 13:17:54 HKT",HK,HKD,,,2.89,14.99,,,,,,,,,,,0.99,,18.87
Sell,MIU250429C52500,MIU 250429 52.50 C,1.26,1,1.26,Filled,1@1.26,"Apr 1, 2025 13:12:00 HKT",Limit,Day,,,,,HK,HKD,,1,1.12,1.12,"Apr 1, 2025 13:12:05 HKT",HK,HKD,,,2.8,14.21,,,,,,,,,,,1.0,,18.01
Buy,MIU250429C52500,MIU 250429 52.50 C,1.33,1,1.33,Filled,1@1.16,"Apr 1, 2025 13:11:11 HKT",Limit,Day,,,,,HK,HKD,,1,1.14,1.14,"Apr 1, 2025 13:11:11 HKT",HK,HKD,,,2.87,14.86,,,,,,,,,,,1.09,,18.82
Sell,MIU250429P45000,MIU 250429 45.00 P,0.89,7,6.23,Filled,7@0.84,"Mar 31, 2025 14:48:21 HKT",Limit,Day,,,,,HK,HKD,,5,0.84,4.2,"Mar 31, 2025 14:48:21 HKT",HK,HKD,,,11.29,16.35,,,,,,,,,,,6.79,,34.43
,,,,,,,,,,,,,,,,,,2,0.91,1.82,"Mar 31, 2025 14:48:21 HKT",HK,HKD,,,,,,,,,,,,,,,,,0.0
Sell,MIU250429C50000,MIU 250429 50.00 C,2.34,1,2.34,Filled,1@2.32,"Mar 31, 2025 11:27:57 HKT",Limit,Day,,,,,HK,HKD,,1,2.35,2.35,"Mar 31, 2025 11:28:00 HKT",HK,HKD,,,4.74,14.15,,,,,,,,,,,1.04,,19.93
Buy,MIU250429P45000,MIU 250429 45.00 P,0.96,5,4.8,Filled,5@0.99,"Mar 31, 2025 11:27:39 HKT",Limit,Day,,,,,HK,HKD,,5,1.03,5.15,"Mar 31, 2025 11:27:42 HKT",HK,HKD,,,8.66,14.41,,,,,,,,,,,4.52,,27.59
Buy,MIU250429C50000,MIU 250429 50.00 C,2.59,1,2.59,Filled,1@2.43,"Mar 31, 2025 11:16:16 HKT",Limit,Day,,,,,HK,HKD,,1,2.54,2.54,"Mar 31, 2025 11:16:33 HKT",HK,HKD,,,4.41,13.84,,,,,,,,,,,0.96,,19.21
Buy,MIU250429P45000,MIU 250429 45.00 P,0.91,2,1.82,Filled,2@0.87,"Mar 31, 2025 11:12:46 HKT",Limit,Day,,,,,HK,HKD,,2,0.98,1.96,"Mar 31, 2025 11:12:48 HKT",HK,HKD,,,3.8,15.85,,,,,,,,,,,1.88,,21.53
Sell,TSLA250411P250000,TSLA 250411 250.00P,9.34,2,18.68,Filled,2@8.39,"Mar 28, 2025 11:37:46 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,8.82,17.64,"Mar 28, 2025 11:37:49 ET",US,USD,,,1.98,0.63,,0.03,0.04,0.33,0.05,0.01,,,,,,,3.07
Sell,TSLA250516P220000,TSLA 250516 220.00P,9.81,1,9.81,Filled,1@9.48,"Mar 28, 2025 11:37:34 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,9.07,9.07,"Mar 28, 2025 11:37:37 ET",US,USD,,,2.03,0.32,,0.01,0.02,0.19,0.03,0.01,,,,,,,2.61
Buy,TSLA250516P220000,TSLA 250516 220.00P,10.05,1,10.05,Filled,1@9.93,"Mar 28, 2025 10:44:40 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,10.26,10.26,"Mar 28, 2025 10:44:40 ET",US,USD,,,1.94,0.3,,0.01,0.02,0.18,,,,,,,,,2.45
Sell,TSLA250328P250000,TSLA 250328 250.00P,0.51,4,2.04,Filled,4@0.58,"Mar 28, 2025 10:36:42 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,0.51,0.51,"Mar 28, 2025 10:36:43 ET",US,USD,,,2.39,1.09,,0.05,0.08,0.75,0.03,0.03,,,,,,,4.42
,,,,,,,,,,,,,,,,,,2,0.56,1.12,"Mar 28, 2025 10:36:43 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,0.51,0.51,"Mar 28, 2025 10:36:43 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TSLA250411P250000,TSLA 250411 250.00P,10.02,1,10.02,Filled,1@11.23,"Mar 28, 2025 10:36:33 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,9.68,9.68,"Mar 28, 2025 10:36:33 ET",US,USD,,,1.85,0.3,,0.01,0.02,0.17,,,,,,,,,2.35
Buy,TSLA250411P250000,TSLA 250411 250.00P,11.1,1,11.1,Filled,1@10.65,"Mar 28, 2025 10:35:41 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,11.33,11.33,"Mar 28, 2025 10:35:41 ET",US,USD,,,1.83,0.3,,0.01,0.02,0.2,,,,,,,,,2.36
Sell,TSLA250328C250000,TSLA 250328 250.00C,13.53,1,13.53,Filled,1@11.94,"Mar 28, 2025 10:35:03 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,12.51,12.51,"Mar 28, 2025 10:35:04 ET",US,USD,,,2.04,0.28,,0.01,0.02,0.18,0.04,0.01,,,,,,,2.58
Buy,TSLA250328P250000,TSLA 250328 250.00P,0.6,4,2.4,Filled,4@0.56,"Mar 28, 2025 10:34:42 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,4,0.63,2.52,"Mar 28, 2025 10:34:52 ET",US,USD,,,2.82,1.3,,0.05,0.07,0.66,,,,,,,,,4.9
Buy,TSLA250328C250000,TSLA 250328 250.00C,13.79,1,13.79,Filled,1@12.54,"Mar 28, 2025 10:34:17 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,13.65,13.65,"Mar 28, 2025 10:34:18 ET",US,USD,,,2.19,0.31,,0.01,0.02,0.18,,,,,,,,,2.71
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,145,,Filled,144@9.48,"Mar 28, 2025 10:28:39 ET",Market,Day,,Regular Trading Hours,,,US,USD,,164,10.59,1736.76,"Mar 28, 2025 10:28:40 ET",US,USD,,,1.01,1.0,0.45,,,,0.04,0.02,,,,,,,2.52
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,151,,Failed,0@0.0,"Mar 28, 2025 10:28:23 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,92,,Filled,107@10.37,"Mar 28, 2025 10:28:09 ET",Market,Day,,Regular Trading Hours,,,US,USD,,96,10.67,1024.32,"Mar 28, 2025 10:28:09 ET",US,USD,,,0.9,1.06,0.27,,,,0.03,0.02,,,,,,,2.28
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,9.56,141,1347.96,Cancelled,0@0.0,"Mar 28, 2025 10:28:02 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.44,102,962.88,Filled,96@10.83,"Mar 28, 2025 10:17:55 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,93,11.29,1049.97,"Mar 28, 2025 10:17:55 ET",US,USD,,,1.02,0.93,0.28,,,,,,,,,,,,2.23
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.19,46,468.74,Filled,45@11.31,"Mar 28, 2025 10:00:50 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,48,11.32,543.36,"Mar 28, 2025 10:00:51 ET",US,USD,,,1.03,1.07,0.14,,,,,,,,,,,,2.24
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.25,100,1025.0,Filled,92@11.53,"Mar 28, 2025 09:49:19 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,92,10.98,1010.16,"Mar 28, 2025 09:49:21 ET",US,USD,,,1.05,1.06,0.31,,,,,,,,,,,,2.42
Sell,GLD250516P270000,GLD 250516 270.00P,1.41,7,9.87,Filled,7@1.57,"Mar 28, 2025 09:48:48 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,7,1.5,10.5,"Mar 28, 2025 09:48:54 ET",US,USD,,,4.21,2.28,,0.09,0.15,1.3,0.03,0.02,,,,,,,8.08
Sell,AMZN250815C205000,AMZN 250815 205.00C,14.77,1,14.77,Filled,1@14.83,"Mar 28, 2025 09:44:53 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,13.26,13.26,"Mar 28, 2025 09:44:57 ET",US,USD,,,1.88,0.31,,0.01,0.02,0.17,0.04,0.01,,,,,,,2.44
Buy,AMZN250815C205000,AMZN 250815 205.00C,14.01,1,14.01,Filled,1@15.96,"Mar 28, 2025 09:40:08 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,16.4,16.4,"Mar 28, 2025 09:40:08 ET",US,USD,,,2.18,0.28,,0.01,0.02,0.17,,,,,,,,,2.66
Buy,GLD250516P270000,GLD 250516 270.00P,2.16,1,2.16,Filled,1@2.18,"Mar 26, 2025 13:56:54 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,2.43,2.43,"Mar 26, 2025 13:56:55 ET",US,USD,,,2.1,0.31,,0.01,0.02,0.18,,,,,,,,,2.62
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,182,,Filled,207@11.8,"Mar 26, 2025 10:12:35 ET",Market,Day,,Regular Trading Hours,,,US,USD,,208,10.37,2156.96,"Mar 26, 2025 10:12:36 ET",US,USD,,,1.04,0.99,0.65,,,,0.06,0.03,,,,,,,2.77
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.62,198,2300.76,Filled,196@12.21,"Mar 26, 2025 10:03:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,214,10.47,2240.58,"Mar 26, 2025 10:03:05 ET",US,USD,,,1.05,1.04,0.59,,,,,,,,,,,,2.68
Buy,GLD250516P270000,GLD 250516 270.00P,2.48,3,7.44,Filled,3@2.29,"Mar 26, 2025 09:58:34 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,3,2.48,7.44,"Mar 26, 2025 09:58:34 ET",US,USD,,,1.97,0.9,,0.04,0.06,0.55,,,,,,,,,3.52
Sell,FBL,GraniteShares 2x Long META Daily ETF,Market Price,31,,Filled,30@32.12,"Mar 26, 2025 09:48:44 ET",Market,Day,,Regular Trading Hours,,,US,USD,,29,34.23,992.67,"Mar 26, 2025 09:48:44 ET",US,USD,,,0.93,0.9,0.1,,,,0.03,0.01,,,,,,,1.97
Sell,PLTR,Palantir,Market Price,29,,Filled,29@98.62,"Mar 26, 2025 09:48:31 ET",Market,Day,,Regular Trading Hours,,,US,USD,,30,93.22,2796.6,"Mar 26, 2025 09:48:31 ET",US,USD,,,1.03,1.09,0.09,,,,0.08,0.01,,,,,,,2.3
Sell,PLTR,Palantir,87.96,32,2814.72,Cancelled,0@0.0,"Mar 26, 2025 09:48:20 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLA,Tesla,Market Price,10,,Filled,11@304.43,"Mar 26, 2025 09:48:11 ET",Market,Day,,Regular Trading Hours,,,US,USD,,10,255.45,2554.5,"Mar 26, 2025 09:48:11 ET",US,USD,,,0.96,1.04,0.03,,,,0.08,0.01,,,,,,,2.12
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,102,,Filled,107@12.39,"Mar 26, 2025 09:48:01 ET",Market,Day,,Regular Trading Hours,,,US,USD,,105,12.3,1291.5,"Mar 26, 2025 09:48:01 ET",US,USD,,,0.92,1.02,0.28,,,,0.03,0.02,,,,,,,2.27
Sell,PLTR,Palantir,Trigger MKT price,27,,Cancelled,0@0.0,"Mar 25, 2025 11:39:53 ET",Stop,Day,,Regular Trading Hours,94.2,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.84,97,1051.48,Filled,104@11.36,"Mar 25, 2025 11:05:40 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,96,11.18,1073.28,"Mar 25, 2025 11:05:44 ET",US,USD,,,1.07,0.92,0.31,,,,,,,,,,,,2.3
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,11.11,456,5066.16,Filled,526@11.13,"Mar 25, 2025 11:00:16 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,182,10.81,1967.42,"Mar 25, 2025 11:00:16 ET",US,USD,,,2.44,2.48,1.51,,,,0.16,0.07,,,,,,,6.66
,,,,,,,,,,,,,,,,,,108,10.24,1105.92,"Mar 25, 2025 11:00:16 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,218,11.32,2467.76,"Mar 25, 2025 11:00:16 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,HIMS,Hims & Hers Health,35.94,44,1581.36,Filled,41@38.58,"Mar 25, 2025 10:24:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,40,33.13,1325.2,"Mar 25, 2025 10:24:45 ET",US,USD,,,0.98,0.91,0.12,,,,0.04,0.01,,,,,,,2.06
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.32,217,2239.44,Filled,219@10.47,"Mar 25, 2025 10:24:31 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,185,11.46,2120.1,"Mar 25, 2025 10:24:31 ET",US,USD,,,0.95,1.0,0.65,,,,,,,,,,,,2.6
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.71,274,2934.54,Filled,281@11.25,"Mar 25, 2025 10:15:05 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,300,10.24,3072.0,"Mar 25, 2025 10:15:06 ET",US,USD,,,1.53,1.55,0.92,,,,,,,,,,,,4.0
Sell,TQQQ,ProShares UltraPro QQQ ETF,71.94,38,2733.72,Filled,33@62.21,"Mar 25, 2025 09:57:02 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,36,65.49,2357.64,"Mar 25, 2025 09:57:02 ET",US,USD,,,0.93,0.96,0.1,,,,0.06,0.01,,,,,,,2.06
Buy,FBL,GraniteShares 2x Long META Daily ETF,37.09,27,1001.43,Filled,30@35.58,"Mar 25, 2025 09:56:03 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,30,35.32,1059.6,"Mar 25, 2025 09:56:03 ET",US,USD,,,0.93,1.02,0.08,,,,,,,,,,,,2.03
Buy,HIMS,Hims & Hers Health,38.78,39,1512.42,Filled,39@37.74,"Mar 25, 2025 09:52:58 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,44,36.35,1599.4,"Mar 25, 2025 09:52:59 ET",US,USD,,,0.96,0.96,0.12,,,,,,,,,,,,2.04
Sell,GOOGL,Alphabet-A,180.66,32,5781.12,Filled,28@171.53,"Mar 25, 2025 09:51:39 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,33,176.18,5813.94,"Mar 25, 2025 09:51:39 ET",US,USD,,,1.04,1.08,0.1,,,,0.15,0.01,,,,,,,2.38
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,11.13,21,233.73,Filled,19@10.21,"Mar 25, 2025 09:49:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,22,11.16,245.52,"Mar 25, 2025 09:49:39 ET",US,USD,,,0.95,0.96,0.06,,,,0.01,0.01,,,,,,,1.99
Sell,PLTR,Palantir,93.33,44,4106.52,Filled,42@89.05,"Mar 25, 2025 09:49:18 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,29,96.94,2811.26,"Mar 25, 2025 09:49:19 ET",US,USD,,,1.06,0.94,0.13,,,,0.11,0.02,,,,,,,2.26
,,,,,,,,,,,,,,,,,,10,87.71,877.1,"Mar 25, 2025 09:49:19 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,TQQQ,ProShares UltraPro QQQ ETF,60.02,15,900.3,Filled,14@64.24,"Mar 25, 2025 09:42:40 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,15,60.64,909.6,"Mar 25, 2025 09:42:50 ET",US,USD,,,1.07,0.96,0.05,,,,0.03,0.01,,,,,,,2.12
Sell,GOOGL,Alphabet-A,163.92,10,1639.2,Filled,9@183.54,"Mar 25, 2025 09:42:18 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,157.36,1573.6,"Mar 25, 2025 09:54:46 ET",US,USD,,,1.0,0.96,0.03,,,,0.05,0.01,,,,,,,2.05
Sell,PLTR,Palantir,102.56,33,3384.48,Filled,31@100.77,"Mar 25, 2025 09:42:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,31,99.91,3097.21,"Mar 25, 2025 09:42:10 ET",US,USD,,,0.9,0.99,0.09,,,,0.07,0.01,,,,,,,2.06
Sell,GOOGL250718C185000,GOOGL 250718 185.00C,5.67,1,5.67,Filled,1@5.38,"Mar 25, 2025 09:35:27 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,5.48,5.48,"Mar 25, 2025 09:35:27 ET",US,USD,,,1.85,0.28,,0.01,0.02,0.17,0.01,0.01,,,,,,,2.35
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,12.13,21,254.73,Filled,19@11.75,"Mar 25, 2025 09:32:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,22,10.61,233.42,"Mar 25, 2025 09:32:43 ET",US,USD,,,0.95,0.93,0.06,,,,,,,,,,,,1.94
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,11.28,216,2436.48,Filled,193@10.83,"Mar 25, 2025 08:25:26 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,211,11.84,2498.24,"Mar 25, 2025 08:25:28 ET",US,USD,,,0.94,0.95,0.6,,,,0.06,0.03,,,,,,,2.58
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.8,195,2301.0,Filled,187@10.27,"Mar 25, 2025 06:43:02 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,181,11.21,2029.01,"Mar 25, 2025 06:43:11 ET",US,USD,,,0.96,0.9,0.55,,,,,,,,,,,,2.41
Buy,GLD250516P270000,GLD 250516 270.00P,2.74,3,8.22,Filled,3@2.66,"Mar 24, 2025 10:56:23 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,3,2.68,8.04,"Mar 24, 2025 10:56:23 ET",US,USD,,,1.79,0.92,,0.04,0.06,0.59,,,,,,,,,3.4
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,103,,Filled,101@9.82,"Mar 24, 2025 10:38:30 ET",Market,Day,,Regular Trading Hours,,,US,USD,,95,10.21,969.95,"Mar 24, 2025 10:38:30 ET",US,USD,,,1.02,1.0,0.29,,,,0.03,0.02,,,,,,,2.36
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.07,101,1118.07,Filled,94@10.23,"Mar 24, 2025 10:29:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,91,11.4,1037.4,"Mar 24, 2025 10:29:45 ET",US,USD,,,0.97,0.94,0.32,,,,,,,,,,,,2.23
Buy,GOOGL250718C185000,GOOGL 250718 185.00C,4.77,1,4.77,Filled,1@4.91,"Mar 24, 2025 09:53:39 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,4.66,4.66,"Mar 24, 2025 09:53:43 ET",US,USD,,,1.86,0.29,,0.01,0.02,0.2,,,,,,,,,2.38
Buy,GOOGL250718C180000,GOOGL 250718 180.00C,5.38,1,5.38,Cancelled,0@0.0,"Mar 24, 2025 09:49:11 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,GOOGL250417C175000,GOOGL 250417 175.00C,1.28,3,3.84,Cancelled,0@0.0,"Mar 24, 2025 09:42:54 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,GOOGL250417C175000,GOOGL 250417 175.00C,1.27,3,3.81,Cancelled,0@0.0,"Mar 24, 2025 09:42:45 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL250404C227500,AAPL 250404 227.50C,1.39,8,11.12,Filled,8@1.51,"Mar 24, 2025 09:31:32 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,8,1.42,11.36,"Mar 24, 2025 09:31:46 ET",US,USD,,,4.7,2.31,,0.1,0.17,1.31,0.03,0.02,,,,,,,8.64
Buy,TQQQ,ProShares UltraPro QQQ ETF,66.08,42,2775.36,Filled,40@70.13,"Mar 24, 2025 01:35:04 ET",Limit,Day,,24 Hour Trading,,,US,USD,,40,61.02,2440.8,"Mar 24, 2025 01:35:04 ET",US,USD,,,1.06,0.93,0.12,,,,,,,,,,,,2.11
Sell,09988,BABA-W,128.69,378,48644.82,Filled,426@143.82,"Mar 24, 2025 10:54:22 HKT",Limit,Day,Allow,,,,HK,HKD,,410,135.88,55710.8,"Mar 24, 2025 10:54:22 HKT",HK,HKD,,,16.61,15.61,1.89,,,,,,56.51,2.93,1.45,0.08,,,95.08
Sell,ALB250403P125000,ALB 250403 125.00 P,1.32,4,5.28,Filled,4@1.46,"Mar 24, 2025 10:28:05 HKT",Limit,Day,,,,,HK,HKD,,4,1.41,5.64,"Mar 24, 2025 10:42:59 HKT",HK,HKD,,,5.35,14.35,,,,,,,,,,,11.63,,31.33
Buy,09988,BABA-W,Market Price,362,,Filled,396@141.92,"Mar 24, 2025 09:58:29 HKT",Market,Day,,,,,HK,HKD,,393,135.69,53326.17,"Mar 24, 2025 09:58:29 HKT",HK,HKD,,,16.46,14.23,2.11,,,,,,54.69,2.93,1.53,0.09,,,92.04
Sell,09988,BABA-W,Market Price,672,,Filled,716@133.87,"Mar 24, 2025 09:57:22 HKT",Market,Day,,,,,HK,HKD,,728,118.82,86500.96,"Mar 24, 2025 09:57:22 HKT",HK,HKD,,,28.32,13.71,2.06,,,,,,91.15,4.69,2.28,0.15,,,142.36
Buy,ALB250403P125000,ALB 250403 125.00 P,1.57,4,6.28,Filled,4@1.64,"Mar 24, 2025 09:56:06 HKT",Limit,Day,,,,,HK,HKD,,4,1.55,6.2,"Mar 24, 2025 09:56:32 HKT",HK,HKD,,,6.37,15.34,,,,,,,,,,,11.36,,33.07
Buy,AAPL250404C227500,AAPL 250404 227.50C,0.72,2,1.44,Filled,2@0.84,"Mar 21, 2025 13:09:38 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,0.8,1.6,"Mar 21, 2025 13:11:02 ET",US,USD,,,1.95,0.58,,0.03,0.04,0.39,,,,,,,,,2.99
Buy,AAPL250404C227500,AAPL 250404 227.50C,0.78,2,1.56,Filled,2@0.74,"Mar 21, 2025 12:26:40 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,0.69,1.38,"Mar 21, 2025 12:26:43 ET",US,USD,,,2.0,0.59,,0.03,0.04,0.35,,,,,,,,,3.01
Buy,09988,BABA-W,118.97,532,63292.04,Filled,504@125.69,"Mar 21, 2025 13:04:30 HKT",Limit,Day,Allow,,,,HK,HKD,,191,126.18,24100.38,"Mar 21, 2025 13:04:40 HKT",HK,HKD,,,19.7,13.89,7.64,,,,,,75.28,3.58,1.77,0.1,,,121.96
,,,,,,,,,,,,,,,,,,96,123.81,11885.76,"Mar 21, 2025 13:04:40 HKT",HK,HKD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,100,121.87,12187.0,"Mar 21, 2025 13:04:40 HKT",HK,HKD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,94,124.98,11748.12,"Mar 21, 2025 13:04:40 HKT",HK,HKD,,,,,,,,,,,,,,,,,0.0
Buy,09988,BABA-W,128.32,95,12190.4,Filled,108@139.55,"Mar 21, 2025 11:59:21 HKT",Limit,Day,Allow,,,,HK,HKD,,106,126.59,13418.54,"Mar 21, 2025 11:59:22 HKT",HK,HKD,,,3.97,14.91,1.88,,,,,,14.26,0.73,0.32,0.02,,,36.09
Sell,MIU250429P55000,MIU 250429 55.00 P,3.05,3,9.15,Filled,3@3.2,"Mar 21, 2025 10:47:17 HKT",Limit,Day,,,,,HK,HKD,,3,2.72,8.16,"Mar 21, 2025 10:47:17 HKT",HK,HKD,,,18.53,15.53,,,,,,,,,,,2.83,,36.89
Buy,AAPL250404C227500,AAPL 250404 227.50C,0.9,3,2.7,Filled,3@0.9,"Mar 20, 2025 12:12:17 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,3,1.04,3.12,"Mar 20, 2025 12:12:21 ET",US,USD,,,1.92,0.83,,0.04,0.06,0.55,,,,,,,,,3.4
Buy,TSLA,Tesla,239.02,11,2629.22,Filled,11@218.06,"Mar 20, 2025 11:57:12 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,217.28,2172.8,"Mar 20, 2025 11:57:12 ET",US,USD,,,1.02,0.91,0.03,,,,,,,,,,,,1.96
Buy,GOOGL,Alphabet-A,151.32,42,6355.44,Filled,40@177.84,"Mar 20, 2025 09:55:41 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,43,159.3,6849.9,"Mar 20, 2025 09:55:54 ET",US,USD,,,0.91,0.99,0.12,,,,,,,,,,,,2.02
Buy,AAPL250404C227500,AAPL 250404 227.50C,1.02,1,1.02,Filled,1@1.12,"Mar 20, 2025 09:43:28 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,1.07,1.07,"Mar 20, 2025 09:43:31 ET",US,USD,,,2.0,0.28,,0.01,0.02,0.2,,,,,,,,,2.51
Buy,MIU250429P55000,MIU 250429 55.00 P,2.14,3,6.42,Filled,3@2.12,"Mar 20, 2025 13:12:46 HKT",Limit,Day,,,,,HK,HKD,,3,2.35,7.05,"Mar 20, 2025 13:12:55 HKT",HK,HKD,,,12.88,15.29,,,,,,,,,,,3.25,,31.42
Sell,AAPL250502C230000,AAPL 250502 230.00C,4.49,2,8.98,Filled,2@4.76,"Mar 19, 2025 10:12:57 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,4.91,9.82,"Mar 19, 2025 10:13:00 ET",US,USD,,,2.12,0.61,,0.03,0.04,0.33,0.03,0.01,,,,,,,3.17
