方向,代码,名称,订单价格,订单数量,订单金额,交易状态,已成交@均价,下单时间,订单类型,期限,盘前竞价,时段,触发价,允许开仓,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场.1,币种.1,对手经纪,备注,佣金,平台使用费,交收费,印花税,交易费,证监会征费,财汇局征费,期权监管费,期权清算费,期权交收费,证监会规费,交易活动费,交易系统使用费,综合审计跟踪监管费,合计费用
,,,,,,,,,,,,,,,,,,205,11.67,2392.35,2025/03/25 11:00:16 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,HIMS,Hims & Hers Health,33.56,42,1409.52,全部成交,42@33.83,2025/03/25 10:24:44 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,41,33.05,1355.05,2025/03/25 10:24:45 (美东),美股,USD,,,0.93,1.08,0.11,,,,,,,,0.04,0.01,,,2.17
买入,TSLL,2倍做多TSLA ETF-Direxion,11.21,182,2040.22,全部成交,181@10.77,2025/03/25 10:24:31 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,203,10.66,2163.98,2025/03/25 10:24:31 (美东),美股,USD,,,0.89,0.92,0.6,,,,,,,,,,,,2.41
买入,TSLL,2倍做多TSLA ETF-Direxion,10.45,282,2946.9,全部成交,311@11.92,2025/03/25 10:15:05 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,276,11.63,3209.88,2025/03/25 10:15:06 (美东),美股,USD,,,1.42,1.65,0.97,,,,,,,,,,,,4.04
卖出,TQQQ,3倍做多纳指ETF-ProShares,69.45,35,2430.75,全部成交,32@71.44,2025/03/25 09:57:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,35,70.0,2450.0,2025/03/25 09:57:02 (美东),美股,USD,,,0.9,0.92,0.11,,,,,,,,0.06,0.01,,,2.0
买入,FBL,GraniteShares 2x Long META Daily ETF,34.54,29,1001.66,全部成交,33@39.43,2025/03/25 09:56:03 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,31,39.56,1226.36,2025/03/25 09:56:03 (美东),美股,USD,,,0.95,1.0,0.09,,,,,,,,,,,,2.04
买入,HIMS,Hims & Hers Health,37.27,43,1602.61,全部成交,39@36.59,2025/03/25 09:52:58 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,37,38.03,1407.11,2025/03/25 09:52:59 (美东),美股,USD,,,1.03,1.1,0.13,,,,,,,,,,,,2.26
卖出,GOOGL,谷歌-A,164.01,32,5248.32,全部成交,30@175.85,2025/03/25 09:51:39 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,29,156.99,4552.71,2025/03/25 09:51:39 (美东),美股,USD,,,1.05,1.07,0.1,,,,,,,,0.14,0.01,,,2.37
卖出,TSLL,2倍做多TSLA ETF-Direxion,10.11,22,222.42,全部成交,18@11.41,2025/03/25 09:49:35 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,22,11.05,243.1,2025/03/25 09:49:39 (美东),美股,USD,,,1.01,1.01,0.07,,,,,,,,0.01,0.01,,,2.11
卖出,PLTR,Palantir,103.36,44,4547.84,全部成交,43@97.4,2025/03/25 09:49:18 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,28,91.01,2548.28,2025/03/25 09:49:19 (美东),美股,USD,,,1.02,0.93,0.13,,,,,,,,0.11,0.02,,,2.21
,,,,,,,,,,,,,,,,,,9,94.96,854.64,2025/03/25 09:49:19 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,TQQQ,3倍做多纳指ETF-ProShares,69.36,16,1109.76,全部成交,15@73.18,2025/03/25 09:42:40 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,15,65.98,989.7,2025/03/25 09:42:50 (美东),美股,USD,,,0.96,1.02,0.05,,,,,,,,0.03,0.01,,,2.07
卖出,GOOGL,谷歌-A,159.1,10,1591.0,全部成交,9@177.0,2025/03/25 09:42:18 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,164.71,1811.81,2025/03/25 09:54:46 (美东),美股,USD,,,0.97,1.03,0.03,,,,,,,,0.05,0.01,,,2.09
卖出,PLTR,Palantir,91.68,31,2842.08,全部成交,29@96.61,2025/03/25 09:42:10 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,29,99.68,2890.72,2025/03/25 09:42:10 (美东),美股,USD,,,1.08,0.96,0.09,,,,,,,,0.08,0.01,,,2.22
卖出,GOOGL250718C185000,GOOGL 250718 185.00C,5.64,1,5.64,全部成交,1@5.25,2025/03/25 09:35:27 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,4.85,4.85,2025/03/25 09:35:27 (美东),美股,USD,,,1.8,0.3,,,,,,0.01,0.02,0.17,0.01,0.01,,,2.32
买入,TSLL,2倍做多TSLA ETF-Direxion,10.89,18,196.02,全部成交,21@10.65,2025/03/25 09:32:43 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,18,10.31,185.58,2025/03/25 09:32:43 (美东),美股,USD,,,0.96,1.08,0.06,,,,,,,,,,,,2.1
卖出,TSLL,2倍做多TSLA ETF-Direxion,12.32,197,2427.04,全部成交,199@10.63,2025/03/25 08:25:26 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,183,11.4,2086.2,2025/03/25 08:25:28 (美东),美股,USD,,,0.96,0.93,0.61,,,,,,,,0.06,0.03,,,2.59
买入,TSLL,2倍做多TSLA ETF-Direxion,11.4,217,2473.8,全部成交,187@11.84,2025/03/25 06:43:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,218,10.46,2280.28,2025/03/25 06:43:11 (美东),美股,USD,,,0.98,1.03,0.58,,,,,,,,,,,,2.59
买入,GLD250516P270000,GLD 250516 270.00P,2.71,3,8.13,全部成交,3@2.95,2025/03/24 10:56:23 (美东),限价单,当日有效,,盘中,,,美股,USD,,3,2.54,7.62,2025/03/24 10:56:23 (美东),美股,USD,,,1.97,0.88,,,,,,0.04,0.06,0.55,,,,,3.5
卖出,TSLL,2倍做多TSLA ETF-Direxion,市价,90,,全部成交,92@11.54,2025/03/24 10:38:30 (美东),市价单,当日有效,,盘中,,,美股,USD,,104,9.65,1003.6,2025/03/24 10:38:30 (美东),美股,USD,,,1.04,1.02,0.29,,,,,,,,0.03,0.02,,,2.4
买入,TSLL,2倍做多TSLA ETF-Direxion,10.96,102,1117.92,全部成交,102@10.56,2025/03/24 10:29:44 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,98,10.85,1063.3,2025/03/24 10:29:45 (美东),美股,USD,,,0.93,1.04,0.28,,,,,,,,,,,,2.25
买入,GOOGL250718C185000,GOOGL 250718 185.00C,5.21,1,5.21,全部成交,1@4.93,2025/03/24 09:53:39 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,5.28,5.28,2025/03/24 09:53:43 (美东),美股,USD,,,2.07,0.3,,,,,,0.01,0.02,0.18,,,,,2.58
买入,GOOGL250718C180000,GOOGL 250718 180.00C,5.77,1,5.77,已撤单,0@0.0,2025/03/24 09:49:11 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,GOOGL250417C175000,GOOGL 250417 175.00C,1.35,3,4.05,已撤单,0@0.0,2025/03/24 09:42:54 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,GOOGL250417C175000,GOOGL 250417 175.00C,1.42,3,4.26,已撤单,0@0.0,2025/03/24 09:42:45 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,AAPL250404C227500,AAPL 250404 227.50C,1.31,8,10.48,全部成交,8@1.44,2025/03/24 09:31:32 (美东),限价单,当日有效,,盘中,,,美股,USD,,9,1.44,12.96,2025/03/24 09:31:46 (美东),美股,USD,,,5.38,2.52,,,,,,0.11,0.15,1.34,0.03,0.02,,,9.55
买入,TQQQ,3倍做多纳指ETF-ProShares,59.05,42,2480.1,全部成交,41@69.46,2025/03/24 01:35:04 (美东),限价单,当日有效,,全时段,,,美股,USD,,42,69.22,2907.24,2025/03/24 01:35:04 (美东),美股,USD,,,0.94,1.07,0.13,,,,,,,,,,,,2.14
卖出,09988,阿里巴巴-W,119.79,419,50192.01,全部成交,368@125.88,2025/03/24 10:54:22 (香港),限价单,当日有效,允许,,,,港股,HKD,,374,142.75,53388.5,2025/03/24 10:54:22 (香港),港股,HKD,,,14.27,14.09,1.88,51.85,2.78,1.39,0.08,,,,,,,,86.34
卖出,ALB250403P125000,阿里 250403 125.00 沽,1.34,4,5.36,全部成交,4@1.43,2025/03/24 10:28:05 (香港),限价单,当日有效,,,,,港股,HKD,,4,1.54,6.16,2025/03/24 10:42:59 (香港),港股,HKD,,,6.04,14.16,,,,,,,,,,,11.57,,31.77
买入,09988,阿里巴巴-W,市价,415,,全部成交,432@133.4,2025/03/24 09:58:29 (香港),市价单,当日有效,,,,,港股,HKD,,374,127.97,47860.78,2025/03/24 09:58:29 (香港),港股,HKD,,,17.23,13.89,1.96,49.32,3.25,1.47,0.07,,,,,,,,87.19
卖出,09988,阿里巴巴-W,市价,752,,全部成交,748@128.78,2025/03/24 09:57:22 (香港),市价单,当日有效,,,,,港股,HKD,,709,130.43,92474.87,2025/03/24 09:57:22 (香港),港股,HKD,,,28.17,16.33,1.94,88.17,5.69,2.36,0.14,,,,,,,,142.8
买入,ALB250403P125000,阿里 250403 125.00 沽,1.6,4,6.4,全部成交,4@1.52,2025/03/24 09:56:06 (香港),限价单,当日有效,,,,,港股,HKD,,4,1.62,6.48,2025/03/24 09:56:32 (香港),港股,HKD,,,6.4,14.18,,,,,,,,,,,12.72,,33.3
买入,AAPL250404C227500,AAPL 250404 227.50C,0.74,2,1.48,全部成交,2@0.72,2025/03/21 13:09:38 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,0.79,1.58,2025/03/21 13:11:02 (美东),美股,USD,,,1.93,0.55,,,,,,0.03,0.04,0.34,,,,,2.89
买入,AAPL250404C227500,AAPL 250404 227.50C,0.76,2,1.52,全部成交,2@0.8,2025/03/21 12:26:40 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,0.75,1.5,2025/03/21 12:26:43 (美东),美股,USD,,,1.87,0.55,,,,,,0.03,0.04,0.37,,,,,2.86
买入,09988,阿里巴巴-W,138.82,488,67744.16,全部成交,549@123.8,2025/03/21 13:04:30 (香港),限价单,当日有效,允许,,,,港股,HKD,,220,119.28,26241.6,2025/03/21 13:04:40 (香港),港股,HKD,,,21.62,14.71,8.67,62.98,3.98,1.85,0.11,,,,,,,,113.92
,,,,,,,,,,,,,,,,,,100,142.48,14248.0,2025/03/21 13:04:40 (香港),港股,HKD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,102,128.37,13093.74,2025/03/21 13:04:40 (香港),港股,HKD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,101,133.12,13445.12,2025/03/21 13:04:40 (香港),港股,HKD,,,,,,,,,,,,,,,,,0.0
买入,09988,阿里巴巴-W,123.02,106,13040.12,全部成交,100@133.07,2025/03/21 11:59:21 (香港),限价单,当日有效,允许,,,,港股,HKD,,93,123.08,11446.44,2025/03/21 11:59:22 (香港),港股,HKD,,,3.83,16.16,2.17,13.12,0.72,0.35,0.02,,,,,,,,36.37
卖出,MIU250429P55000,小米 250429 55.00 沽,3.12,3,9.36,全部成交,3@2.78,2025/03/21 10:47:17 (香港),限价单,当日有效,,,,,港股,HKD,,3,2.98,8.94,2025/03/21 10:47:17 (香港),港股,HKD,,,17.37,13.82,,,,,,,,,,,3.05,,34.24
买入,AAPL250404C227500,AAPL 250404 227.50C,1.09,3,3.27,全部成交,3@0.91,2025/03/20 12:12:17 (美东),限价单,当日有效,,盘中,,,美股,USD,,3,0.94,2.82,2025/03/20 12:12:21 (美东),美股,USD,,,1.92,0.85,,,,,,0.04,0.06,0.52,,,,,3.39
买入,TSLA,特斯拉,241.36,9,2172.24,全部成交,10@229.51,2025/03/20 11:57:12 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,251.55,2263.95,2025/03/20 11:57:12 (美东),美股,USD,,,1.02,0.94,0.03,,,,,,,,,,,,1.99
买入,GOOGL,谷歌-A,164.29,37,6078.73,全部成交,43@156.31,2025/03/20 09:55:41 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,36,170.46,6136.56,2025/03/20 09:55:54 (美东),美股,USD,,,0.9,1.03,0.13,,,,,,,,,,,,2.06
买入,AAPL250404C227500,AAPL 250404 227.50C,0.98,1,0.98,全部成交,1@1.13,2025/03/20 09:43:28 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,1.03,1.03,2025/03/20 09:43:31 (美东),美股,USD,,,2.04,0.29,,,,,,0.01,0.02,0.17,,,,,2.53
买入,MIU250429P55000,小米 250429 55.00 沽,2.38,3,7.14,全部成交,3@2.55,2025/03/20 13:12:46 (香港),限价单,当日有效,,,,,港股,HKD,,3,2.34,7.02,2025/03/20 13:12:55 (香港),港股,HKD,,,13.16,16.42,,,,,,,,,,,2.8,,32.38
卖出,AAPL250502C230000,AAPL 250502 230.00C,4.56,2,9.12,全部成交,2@4.27,2025/03/19 10:12:57 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,4.77,9.54,2025/03/19 10:13:00 (美东),美股,USD,,,1.93,0.62,,,,,,0.03,0.04,0.34,0.03,0.01,,,3.0
买入,PLTR,Palantir,92.62,53,4908.86,全部成交,47@90.93,2025/03/18 12:22:35 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,54,88.51,4779.54,2025/03/18 12:22:53 (美东),美股,USD,,,0.98,1.0,0.16,,,,,,,,,,,,2.14
买入,PLTR,Palantir,87.59,50,4379.5,全部成交,53@77.12,2025/03/18 12:22:09 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,46,87.74,4036.04,2025/03/18 12:22:09 (美东),美股,USD,,,1.09,1.02,0.16,,,,,,,,,,,,2.27
卖出,TSLA250502P200000,TSLA 250502 200.00P,12.57,2,25.14,全部成交,2@12.61,2025/03/18 12:05:39 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,12.54,25.08,2025/03/18 12:05:42 (美东),美股,USD,,,1.8,0.65,,,,,,0.03,0.04,0.33,0.06,0.01,,,2.92
买入,TSLA250502P200000,TSLA 250502 200.00P,10.38,1,10.38,全部成交,1@12.08,2025/03/18 11:39:40 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,11.94,11.94,2025/03/18 11:39:41 (美东),美股,USD,,,2.18,0.32,,,,,,0.01,0.02,0.17,,,,,2.7
买入,AAPL250502C230000,AAPL 250502 230.00C,4.02,1,4.02,全部成交,1@3.95,2025/03/18 10:09:31 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.51,3.51,2025/03/18 10:09:32 (美东),美股,USD,,,2.01,0.28,,,,,,0.01,0.02,0.16,,,,,2.48
买入,AAPL250502C230000,AAPL 250502 230.00C,3.65,1,3.65,全部成交,1@3.48,2025/03/18 10:09:28 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.36,3.36,2025/03/18 10:09:28 (美东),美股,USD,,,1.99,0.3,,,,,,0.01,0.02,0.18,,,,,2.5
买入,TSLA250502P200000,TSLA 250502 200.00P,14.89,1,14.89,全部成交,1@13.74,2025/03/18 10:01:12 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,14.4,14.4,2025/03/18 10:01:12 (美东),美股,USD,,,1.88,0.31,,,,,,0.01,0.02,0.19,,,,,2.41
卖出,PLTR,Palantir,79.19,51,4038.69,全部成交,52@83.33,2025/03/18 09:39:24 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,48,85.15,4087.2,2025/03/18 09:39:24 (美东),美股,USD,,,1.07,1.02,0.14,,,,,,,,0.11,0.01,,,2.35
卖出,VIX250521P22000,VIX 250521 22.00P,4.3,2,8.6,全部成交,2@3.98,2025/03/18 09:33:25 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,4.3,4.3,2025/03/18 09:33:28 (美东),美股,USD,,,1.84,0.65,,,,,,0.02,0.04,0.36,0.02,0.02,,,2.95
,,,,,,,,,,,,,,,,,,1,4.31,4.31,2025/03/18 09:33:28 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,TQQQ,3倍做多纳指ETF-ProShares,61.99,9,557.91,全部成交,9@64.99,2025/03/18 07:51:58 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,64.22,642.2,2025/03/18 07:51:59 (美东),美股,USD,,,1.01,0.91,0.03,,,,,,,,,,,,1.95
买入,VIX250521P22000,VIX 250521 22.00P,3.84,2,7.68,全部成交,2@3.91,2025/03/17 11:53:09 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,3.76,7.52,2025/03/17 11:55:35 (美东),美股,USD,,,2.13,0.65,,,,,,0.03,0.04,0.35,,,,,3.2
买入,PLTR,Palantir,90.55,45,4074.75,全部成交,49@82.01,2025/03/17 11:15:56 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,48,85.32,4095.36,2025/03/17 11:15:56 (美东),美股,USD,,,0.91,0.98,0.15,,,,,,,,,,,,2.04
卖出,VIX250521P22000,VIX 250521 22.00P,4.31,7,30.17,全部成交,8@4.39,2025/03/17 10:33:46 (美东),限价单,当日有效,,盘中,,,美股,USD,,7,4.14,28.98,2025/03/17 10:33:47 (美东),美股,USD,,,4.29,1.91,,,,,,0.09,0.14,1.18,0.08,0.02,,,7.71
卖出,NVDA,英伟达,113.03,43,4860.29,全部成交,42@110.64,2025/03/17 10:31:37 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,40,113.94,4557.6,2025/03/17 10:31:38 (美东),美股,USD,,,1.09,0.94,0.12,,,,,,,,0.13,0.01,,,2.29
买入,NVDA,英伟达,113.86,22,2504.92,已撤单,0@0.0,2025/03/17 10:28:39 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,NVDA,英伟达,118.57,19,2252.83,全部成交,19@110.36,2025/03/17 09:57:36 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,20,122.96,2459.2,2025/03/17 10:01:25 (美东),美股,USD,,,1.0,0.94,0.06,,,,,,,,,,,,2.0
卖出,03690,美团-W,172.91,317,54812.47,全部成交,318@182.64,2025/03/17 15:52:46 (香港),限价单,当日有效,允许,,,,港股,HKD,,294,190.49,56004.06,2025/03/17 15:52:46 (香港),港股,HKD,,,14.71,13.93,2.03,49.76,2.68,1.32,0.08,,,,,,,,84.51
卖出,03690,美团-W,159.84,103,16463.52,全部成交,97@177.65,2025/03/17 10:37:37 (香港),限价单,当日有效,允许,,,,港股,HKD,,94,189.52,17814.88,2025/03/17 10:37:49 (香港),港股,HKD,,,4.96,13.6,2.01,18.57,1.06,0.47,0.03,,,,,,,,40.7
卖出,03690,美团-W,169.1,190,32129.0,已撤单,0@0.0,2025/03/17 10:33:27 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,NVDA,英伟达,107.31,37,3970.47,已撤单,0@0.0,2025/03/14 09:12:43 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,NVDA,英伟达,116.65,25,2916.25,已撤单,0@0.0,2025/03/14 09:12:34 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,NVDA,英伟达,104.99,23,2414.77,已撤单,0@0.0,2025/03/14 09:12:28 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,NVDA,英伟达,123.56,5,617.8,全部成交,5@121.04,2025/03/14 07:26:50 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,106.46,532.3,2025/03/14 07:26:56 (美东),美股,USD,,,1.04,1.06,0.02,,,,,,,,0.02,0.01,,,2.15
买入,09988,阿里巴巴-W,143.53,102,14640.06,已撤单,0@0.0,2025/03/14 15:04:26 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,03690,美团-W,169.58,390,66136.2,已撤单,0@0.0,2025/03/14 14:46:14 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,03690,美团-W,159.65,183,29215.95,全部成交,201@184.06,2025/03/14 14:25:12 (香港),限价单,当日有效,允许,,,,港股,HKD,,207,183.85,38056.95,2025/03/14 14:25:13 (香港),港股,HKD,,,10.95,13.99,2.02,34.57,1.83,0.99,0.05,,,,,,,,64.4
买入,03690,美团-W,165.49,208,34421.92,全部成交,208@167.75,2025/03/14 14:25:07 (香港),限价单,当日有效,允许,,,,港股,HKD,,215,179.23,38534.45,2025/03/14 14:29:48 (香港),港股,HKD,,,10.24,14.47,1.88,37.6,1.95,0.88,0.05,,,,,,,,67.07
买入,NVDA,英伟达,106.35,24,2552.4,已撤单,0@0.0,2025/03/13 13:15:23 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,SPY250321C565000,SPY 250321 565.00C,2.92,2,5.84,下单失败,0@0.0,2025/03/13 12:49:17 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,SPY250321C565000,SPY 250321 565.00C,3.12,2,6.24,全部成交,2@3.06,2025/03/13 12:49:16 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.36,3.36,2025/03/13 12:49:17 (美东),美股,USD,,,1.95,0.61,,,,,,0.02,0.04,0.33,0.02,0.02,,,2.99
,,,,,,,,,,,,,,,,,,1,3.04,3.04,2025/03/13 12:49:17 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,SPY250321C565000,SPY 250321 565.00C,3.39,1,3.39,全部成交,1@3.91,2025/03/13 11:44:01 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.75,3.75,2025/03/13 11:44:02 (美东),美股,USD,,,2.09,0.3,,,,,,0.01,0.02,0.19,,,,,2.61
买入,VIX250521P22000,VIX 250521 22.00P,3.49,1,3.49,全部成交,1@3.74,2025/03/13 11:43:43 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.78,3.78,2025/03/13 11:54:13 (美东),美股,USD,,,1.96,0.29,,,,,,0.01,0.02,0.19,,,,,2.47
买入,NVDA,英伟达,122.86,23,2825.78,全部成交,26@124.47,2025/03/13 10:13:52 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,24,116.16,2787.84,2025/03/13 10:14:03 (美东),美股,USD,,,1.01,1.03,0.08,,,,,,,,,,,,2.12
买入,NVDA,英伟达,114.48,21,2404.08,已撤单,0@0.0,2025/03/13 08:13:26 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,SPY250321C565000,SPY 250321 565.00C,7.35,1,7.35,全部成交,1@7.36,2025/03/12 13:38:02 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,6.72,6.72,2025/03/12 13:38:03 (美东),美股,USD,,,1.92,0.32,,,,,,0.01,0.02,0.19,,,,,2.46
卖出,TQQQ,3倍做多纳指ETF-ProShares,59.44,58,3447.52,全部成交,55@57.02,2025/03/12 12:47:15 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,67,60.54,4056.18,2025/03/12 12:47:22 (美东),美股,USD,,,0.96,1.02,0.18,,,,,,,,0.11,0.01,,,2.28
卖出,PLTR,Palantir,78.88,11,867.68,全部成交,10@90.38,2025/03/12 12:47:05 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,88.5,885.0,2025/03/12 12:47:05 (美东),美股,USD,,,0.91,0.99,0.03,,,,,,,,0.02,0.01,,,1.96
买入,VIX250521P22000,VIX 250521 22.00P,3.36,3,10.08,全部成交,3@3.43,2025/03/12 12:43:43 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.42,3.42,2025/03/12 12:43:44 (美东),美股,USD,,,2.14,0.85,,,,,,0.03,0.07,0.51,,,,,3.6
,,,,,,,,,,,,,,,,,,1,3.46,3.46,2025/03/12 12:43:44 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,3.94,3.94,2025/03/12 12:43:44 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,VIX250521P22000,VIX 250521 22.00P,3.41,3,10.23,全部成交,3@3.83,2025/03/12 12:41:54 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.71,3.71,2025/03/12 12:43:49 (美东),美股,USD,,,2.17,0.92,,,,,,0.03,0.06,0.55,,,,,3.73
,,,,,,,,,,,,,,,,,,1,3.52,3.52,2025/03/12 12:43:49 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,3.46,3.46,2025/03/12 12:43:49 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,TSLA250328P235000,TSLA 250328 235.00P,9.49,1,9.49,全部成交,1@9.37,2025/03/12 12:36:49 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,9.63,9.63,2025/03/12 12:36:49 (美东),美股,USD,,,2.09,0.3,,,,,,0.01,0.02,0.19,0.03,0.01,,,2.65
卖出,TSLA250328P235000,TSLA 250328 235.00P,8.97,1,8.97,全部成交,1@10.59,2025/03/12 12:36:16 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,10.59,10.59,2025/03/12 12:36:24 (美东),美股,USD,,,1.92,0.28,,,,,,0.01,0.02,0.19,0.03,0.01,,,2.46
买入,TSLA250328P235000,TSLA 250328 235.00P,10.3,1,10.3,全部成交,1@11.41,2025/03/12 12:21:36 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,11.13,11.13,2025/03/12 12:21:37 (美东),美股,USD,,,2.0,0.29,,,,,,0.01,0.02,0.19,,,,,2.51
卖出,NVDL,2倍做多NVDA ETF-GraniteShares,45.62,79,3603.98,全部成交,79@38.86,2025/03/12 12:12:25 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,77,39.6,3049.2,2025/03/12 12:12:25 (美东),美股,USD,,,0.97,1.05,0.25,,,,,,,,0.08,0.01,,,2.36
买入,TSLA250328P235000,TSLA 250328 235.00P,14.59,1,14.59,全部成交,1@13.55,2025/03/12 11:20:25 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,13.76,13.76,2025/03/12 11:20:29 (美东),美股,USD,,,2.13,0.33,,,,,,0.01,0.02,0.19,,,,,2.68
买入,TQQQ,3倍做多纳指ETF-ProShares,65.95,16,1055.2,全部成交,14@58.4,2025/03/12 09:39:01 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,14,65.87,922.18,2025/03/12 09:39:02 (美东),美股,USD,,,0.99,0.97,0.05,,,,,,,,,,,,2.01
买入,TQQQ,3倍做多纳指ETF-ProShares,63.81,15,957.15,全部成交,15@59.37,2025/03/12 09:38:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,14,60.38,845.32,2025/03/12 09:40:28 (美东),美股,USD,,,0.98,1.08,0.05,,,,,,,,,,,,2.11
